wage,year,age,maritl,education
107.9039239,2003,33,2. Married,4. College Grad
73.77574327,2007,23,1. Never Married,3. Some College
87.98103279,2006,37,1. Never Married,3. Some College
27.14057921,2005,40,2. Married,2. HS Grad
94.07271475,2006,25,2. Married,3. Some College
102.4535576,2008,27,1. Never Married,4. College Grad
272.2947832,2004,47,2. Married,5. Advanced Degree
94.07271475,2008,52,2. Married,4. College Grad
81.28325328,2007,23,1. Never Married,2. HS Grad
87.98103279,2004,33,2. Married,4. College Grad
109.8339856,2005,37,1. Never Married,4. College Grad
80.43020795,2008,34,2. Married,2. HS Grad
148.4131591,2003,51,5. Separated,2. HS Grad
148.4131591,2007,40,4. Divorced,3. Some College
81.28325328,2007,50,2. Married,2. HS Grad
118.8843593,2005,64,2. Married,3. Some College
80.48744436,2008,54,2. Married,1. < HS Grad
91.69922611,2003,50,2. Married,2. HS Grad
109.3556264,2004,32,2. Married,4. College Grad
104.9215065,2004,37,2. Married,4. College Grad
65.11085372,2006,19,1. Never Married,1. < HS Grad
76.89360252,2006,32,2. Married,2. HS Grad
99.6894637,2004,42,2. Married,3. Some College
99.6894637,2009,26,1. Never Married,3. Some College
157.7005277,2009,46,2. Married,5. Advanced Degree
49.55533812,2009,18,1. Never Married,1. < HS Grad
90.48191336,2005,43,2. Married,2. HS Grad
111.7208494,2003,62,2. Married,3. Some College
148.4131591,2008,44,2. Married,2. HS Grad
133.2323508,2005,40,2. Married,3. Some College
134.7053751,2006,43,2. Married,2. HS Grad
118.8843593,2004,32,1. Never Married,4. College Grad
87.98103279,2006,48,1. Never Married,2. HS Grad
109.8339856,2009,35,2. Married,3. Some College
130.9821774,2006,61,2. Married,3. Some College
89.24288466,2006,47,2. Married,1. < HS Grad
102.8702469,2005,55,4. Divorced,2. HS Grad
76.89360252,2008,28,4. Divorced,2. HS Grad
149.6950421,2008,52,2. Married,5. Advanced Degree
102.8702469,2009,27,1. Never Married,5. Advanced Degree
90.48191336,2006,22,2. Married,3. Some College
69.92912721,2006,20,1. Never Married,2. HS Grad
106.9218141,2006,42,2. Married,2. HS Grad
87.98103279,2007,29,2. Married,4. College Grad
109.8339856,2003,31,1. Never Married,4. College Grad
151.5914842,2008,59,4. Divorced,3. Some College
148.4131591,2008,36,2. Married,5. Advanced Degree
66.96164432,2007,32,2. Married,1. < HS Grad
103.9024706,2005,32,1. Never Married,3. Some College
99.6894637,2006,25,1. Never Married,3. Some College
134.7053751,2008,43,2. Married,3. Some College
43.73511168,2008,44,1. Never Married,2. HS Grad
116.7071546,2009,57,2. Married,3. Some College
141.7751723,2006,49,2. Married,4. College Grad
144.4780877,2007,41,2. Married,2. HS Grad
134.7053751,2006,38,2. Married,4. College Grad
118.8843593,2004,58,2. Married,1. < HS Grad
189.2441629,2004,59,2. Married,5. Advanced Degree
160.6424754,2005,39,2. Married,5. Advanced Degree
96.03165702,2006,60,2. Married,3. Some College
111.0651943,2007,56,2. Married,2. HS Grad
148.4131591,2008,44,2. Married,3. Some College
99.6894637,2008,70,2. Married,3. Some College
81.28325328,2009,27,1. Never Married,4. College Grad
118.8843593,2004,47,2. Married,2. HS Grad
127.1157438,2003,41,2. Married,3. Some College
104.9215065,2008,29,2. Married,3. Some College
112.6488963,2009,42,2. Married,1. < HS Grad
281.7459706,2007,51,4. Divorced,4. College Grad
114.4775211,2009,47,2. Married,2. HS Grad
111.7208494,2008,48,2. Married,2. HS Grad
134.7053751,2003,39,2. Married,2. HS Grad
75.35567932,2005,23,1. Never Married,2. HS Grad
119.7408513,2007,31,2. Married,3. Some College
118.8843593,2005,59,2. Married,2. HS Grad
27.14057921,2003,19,1. Never Married,1. < HS Grad
182.020621,2009,42,2. Married,5. Advanced Degree
65.11085372,2004,35,2. Married,2. HS Grad
141.7751723,2007,38,2. Married,5. Advanced Degree
114.4757133,2006,45,2. Married,3. Some College
135.5980598,2008,58,2. Married,5. Advanced Degree
117.1468169,2006,26,1. Never Married,3. Some College
99.6894637,2003,30,1. Never Married,2. HS Grad
277.7994802,2006,54,5. Separated,5. Advanced Degree
94.07271475,2008,38,2. Married,2. HS Grad
94.07271475,2005,44,2. Married,2. HS Grad
96.37065283,2003,52,2. Married,4. College Grad
75.35567932,2004,73,4. Divorced,2. HS Grad
104.9215065,2006,65,2. Married,5. Advanced Degree
95.23071257,2003,28,2. Married,4. College Grad
54.59815003,2009,53,2. Married,1. < HS Grad
89.24288466,2006,53,2. Married,3. Some College
145.1436012,2008,52,2. Married,4. College Grad
96.86670324,2009,27,1. Never Married,2. HS Grad
130.9821774,2003,57,2. Married,1. < HS Grad
84.04595765,2004,32,1. Never Married,4. College Grad
148.1550467,2007,51,1. Never Married,2. HS Grad
49.55533812,2008,43,2. Married,2. HS Grad
141.7751723,2004,50,2. Married,3. Some College
115.3750386,2004,53,2. Married,3. Some College
65.11085372,2007,54,2. Married,1. < HS Grad
85.38394038,2007,24,1. Never Married,2. HS Grad
101.8243521,2008,40,2. Married,2. HS Grad
95.23071257,2003,30,2. Married,4. College Grad
99.6894637,2003,45,2. Married,4. College Grad
147.1166892,2007,55,4. Divorced,4. College Grad
140.3982002,2003,45,1. Never Married,5. Advanced Degree
109.8339856,2004,44,1. Never Married,4. College Grad
127.1157438,2004,37,3. Widowed,4. College Grad
115.3750386,2008,41,2. Married,1. < HS Grad
59.09706408,2007,44,2. Married,2. HS Grad
76.89360252,2007,52,1. Never Married,2. HS Grad
141.7751723,2009,55,2. Married,4. College Grad
70.90958587,2003,43,2. Married,2. HS Grad
200.5432623,2009,27,1. Never Married,5. Advanced Degree
97.49329405,2006,43,2. Married,2. HS Grad
99.6894637,2007,46,2. Married,2. HS Grad
186.8766776,2003,30,2. Married,3. Some College
81.28325328,2003,43,2. Married,1. < HS Grad
160.6424754,2005,48,2. Married,3. Some College
63.96669083,2003,33,1. Never Married,1. < HS Grad
87.98103279,2008,29,1. Never Married,3. Some College
73.77574327,2005,24,1. Never Married,2. HS Grad
145.1436012,2009,52,2. Married,3. Some College
141.7751723,2005,50,2. Married,5. Advanced Degree
76.89360252,2005,24,1. Never Married,2. HS Grad
123.9085676,2003,42,1. Never Married,3. Some College
118.8843593,2004,53,2. Married,4. College Grad
279.197497,2008,49,2. Married,5. Advanced Degree
54.59815003,2004,46,2. Married,1. < HS Grad
154.685293,2008,40,2. Married,3. Some College
180.0301971,2003,41,1. Never Married,5. Advanced Degree
118.8843593,2006,41,2. Married,4. College Grad
87.98103279,2009,36,2. Married,3. Some College
91.69922611,2003,34,2. Married,3. Some College
59.09706408,2004,24,1. Never Married,3. Some College
123.9085676,2008,44,2. Married,4. College Grad
109.8339856,2007,33,2. Married,4. College Grad
94.07271475,2007,25,1. Never Married,2. HS Grad
117.1468169,2005,40,2. Married,2. HS Grad
65.11085372,2007,48,1. Never Married,2. HS Grad
97.49329405,2005,56,2. Married,2. HS Grad
118.0197533,2005,25,1. Never Married,4. College Grad
141.7751723,2005,44,2. Married,4. College Grad
116.1766952,2003,27,1. Never Married,3. Some College
75.35567932,2006,58,2. Married,1. < HS Grad
95.23071257,2008,52,4. Divorced,4. College Grad
111.7208494,2007,60,1. Never Married,5. Advanced Degree
103.9024706,2008,39,2. Married,3. Some College
147.1166892,2004,51,2. Married,4. College Grad
87.98103279,2007,31,1. Never Married,3. Some College
118.8843593,2005,45,3. Widowed,2. HS Grad
100.7642728,2005,43,1. Never Married,4. College Grad
120.5894365,2008,45,2. Married,4. College Grad
193.8668781,2004,40,2. Married,3. Some College
118.8843593,2008,46,2. Married,2. HS Grad
267.9010869,2009,51,2. Married,5. Advanced Degree
174.402876,2006,47,4. Divorced,4. College Grad
133.9715001,2004,52,2. Married,5. Advanced Degree
154.685293,2003,31,4. Divorced,2. HS Grad
154.685293,2007,40,2. Married,4. College Grad
118.8843593,2009,26,1. Never Married,4. College Grad
95.23071257,2004,49,2. Married,2. HS Grad
109.8339856,2009,38,4. Divorced,3. Some College
111.7208494,2005,50,2. Married,1. < HS Grad
134.7053751,2006,63,2. Married,3. Some College
85.90104432,2008,35,2. Married,1. < HS Grad
118.8843593,2008,29,1. Never Married,2. HS Grad
87.98103279,2008,33,2. Married,2. HS Grad
92.89584479,2007,29,2. Married,2. HS Grad
109.8339856,2007,62,4. Divorced,4. College Grad
124.7204462,2008,45,2. Married,5. Advanced Degree
127.901233,2003,56,2. Married,1. < HS Grad
97.49329405,2003,58,2. Married,1. < HS Grad
198.3502905,2007,39,2. Married,5. Advanced Degree
92.89584479,2005,49,2. Married,3. Some College
94.07271475,2004,24,1. Never Married,4. College Grad
148.4131591,2003,61,4. Divorced,2. HS Grad
79.85490031,2008,58,2. Married,4. College Grad
118.8843593,2009,47,2. Married,3. Some College
87.98103279,2004,41,5. Separated,4. College Grad
94.07271475,2008,71,2. Married,1. < HS Grad
150.0704769,2006,47,2. Married,3. Some College
176.9896505,2005,38,2. Married,4. College Grad
73.77574327,2005,31,1. Never Married,4. College Grad
125.1238157,2007,56,2. Married,4. College Grad
277.7994802,2006,44,1. Never Married,4. College Grad
107.9039239,2003,33,2. Married,4. College Grad
60.73977852,2005,36,1. Never Married,4. College Grad
92.0363233,2006,31,2. Married,4. College Grad
109.8339856,2004,55,2. Married,3. Some College
66.96164432,2005,48,2. Married,4. College Grad
114.4757133,2005,50,2. Married,3. Some College
170.6951277,2006,42,2. Married,4. College Grad
130.9821774,2008,25,1. Never Married,3. Some College
127.1157438,2008,55,2. Married,2. HS Grad
117.1468169,2004,28,1. Never Married,5. Advanced Degree
123.0896998,2003,30,2. Married,1. < HS Grad
120.5894365,2008,46,1. Never Married,4. College Grad
130.9821774,2004,48,4. Divorced,5. Advanced Degree
81.28325328,2006,42,4. Divorced,3. Some College
36.6737042,2008,23,2. Married,4. College Grad
104.9215065,2003,60,2. Married,5. Advanced Degree
74.41296351,2008,34,2. Married,1. < HS Grad
129.0678205,2003,45,2. Married,4. College Grad
84.10001012,2007,28,1. Never Married,3. Some College
185.9186629,2004,33,2. Married,5. Advanced Degree
105.9278108,2008,58,2. Married,2. HS Grad
163.515864,2008,47,2. Married,5. Advanced Degree
63.188861,2003,24,1. Never Married,3. Some College
134.7053751,2008,56,2. Married,4. College Grad
120.9267015,2004,56,2. Married,4. College Grad
94.07271475,2005,23,1. Never Married,4. College Grad
132.4878211,2003,56,2. Married,5. Advanced Degree
133.2323508,2003,45,2. Married,4. College Grad
145.1436012,2009,58,2. Married,3. Some College
118.8843593,2007,30,2. Married,5. Advanced Degree
150.3306535,2009,46,2. Married,5. Advanced Degree
278.9644667,2004,48,2. Married,5. Advanced Degree
98.26923081,2006,50,4. Divorced,2. HS Grad
99.6894637,2008,43,1. Never Married,4. College Grad
94.07271475,2006,37,2. Married,1. < HS Grad
176.9896505,2003,49,4. Divorced,3. Some College
166.3249412,2009,31,2. Married,4. College Grad
94.07271475,2009,54,2. Married,2. HS Grad
139.7030715,2007,52,2. Married,4. College Grad
78.3924668,2003,70,2. Married,2. HS Grad
141.7758565,2005,30,2. Married,5. Advanced Degree
116.2653241,2006,44,2. Married,2. HS Grad
148.4131591,2003,34,2. Married,4. College Grad
87.98103279,2007,38,2. Married,2. HS Grad
90.48191336,2006,28,5. Separated,1. < HS Grad
141.7751723,2005,38,2. Married,3. Some College
63.09271673,2003,39,2. Married,2. HS Grad
65.11085372,2008,52,1. Never Married,4. College Grad
151.5914842,2004,34,1. Never Married,4. College Grad
123.0896998,2003,33,2. Married,4. College Grad
118.8843593,2007,45,2. Married,4. College Grad
79.85490031,2006,58,2. Married,2. HS Grad
104.0049599,2003,38,2. Married,2. HS Grad
55.53610442,2007,63,2. Married,4. College Grad
99.6894637,2007,38,2. Married,5. Advanced Degree
99.6894637,2007,31,2. Married,3. Some College
193.4526069,2007,53,2. Married,4. College Grad
102.8702469,2009,21,1. Never Married,2. HS Grad
164.6469889,2006,38,2. Married,4. College Grad
69.6190369,2004,18,1. Never Married,1. < HS Grad
99.6894637,2008,28,1. Never Married,3. Some College
114.4757133,2003,33,1. Never Married,4. College Grad
99.6894637,2004,32,2. Married,3. Some College
95.23071257,2009,29,1. Never Married,2. HS Grad
82.6796373,2005,28,2. Married,1. < HS Grad
116.9430813,2005,42,2. Married,5. Advanced Degree
54.59815003,2007,28,3. Widowed,1. < HS Grad
138.2991269,2009,36,2. Married,5. Advanced Degree
130.9821774,2007,47,2. Married,2. HS Grad
281.7459706,2007,53,2. Married,5. Advanced Degree
163.515864,2003,48,2. Married,5. Advanced Degree
179.214858,2006,36,2. Married,5. Advanced Degree
126.3238807,2007,55,2. Married,3. Some College
70.47601965,2008,37,2. Married,1. < HS Grad
118.0197533,2009,68,2. Married,4. College Grad
71.31963879,2003,65,2. Married,2. HS Grad
114.4757133,2007,37,1. Never Married,4. College Grad
138.2991269,2007,33,2. Married,4. College Grad
54.59815003,2003,19,1. Never Married,2. HS Grad
94.07271475,2004,50,2. Married,4. College Grad
80.43020795,2004,22,1. Never Married,3. Some College
89.24288466,2004,40,2. Married,3. Some College
117.1468169,2008,45,2. Married,3. Some College
127.1157438,2009,36,2. Married,5. Advanced Degree
81.28325328,2005,37,2. Married,1. < HS Grad
52.40706405,2003,24,1. Never Married,2. HS Grad
99.6894637,2007,66,2. Married,1. < HS Grad
63.188861,2004,35,2. Married,1. < HS Grad
196.1252726,2009,33,1. Never Married,4. College Grad
101.8243521,2005,44,2. Married,3. Some College
107.9039239,2004,48,1. Never Married,3. Some College
51.23965492,2009,47,2. Married,2. HS Grad
99.6894637,2004,41,2. Married,3. Some College
63.188861,2005,55,2. Married,4. College Grad
148.4131591,2008,74,4. Divorced,5. Advanced Degree
99.6894637,2007,33,1. Never Married,4. College Grad
130.9821774,2003,62,2. Married,5. Advanced Degree
101.8243521,2004,56,4. Divorced,2. HS Grad
99.6894637,2006,29,1. Never Married,5. Advanced Degree
79.85490031,2009,56,1. Never Married,1. < HS Grad
160.6424754,2009,47,2. Married,5. Advanced Degree
134.7053751,2005,45,2. Married,2. HS Grad
160.6424754,2007,44,2. Married,4. College Grad
91.69922611,2004,25,1. Never Married,4. College Grad
75.35567932,2005,45,4. Divorced,3. Some College
136.1577108,2005,40,2. Married,4. College Grad
134.7053751,2003,56,2. Married,2. HS Grad
81.98531783,2005,56,2. Married,3. Some College
176.9896505,2003,47,2. Married,4. College Grad
118.8860804,2007,39,2. Married,2. HS Grad
121.2627457,2005,38,2. Married,3. Some College
94.07271475,2009,48,2. Married,2. HS Grad
99.6894637,2005,44,2. Married,2. HS Grad
123.9085676,2003,42,2. Married,5. Advanced Degree
118.8843593,2009,55,2. Married,2. HS Grad
82.6796373,2006,61,1. Never Married,5. Advanced Degree
81.28325328,2006,39,2. Married,2. HS Grad
104.9215065,2005,30,2. Married,3. Some College
99.6894637,2009,49,4. Divorced,2. HS Grad
136.1577108,2006,33,2. Married,4. College Grad
81.28325328,2006,31,2. Married,1. < HS Grad
68.50868966,2005,35,1. Never Married,2. HS Grad
81.28325328,2003,55,2. Married,2. HS Grad
114.4757133,2008,36,2. Married,2. HS Grad
118.0197533,2003,37,2. Married,2. HS Grad
99.6894637,2006,33,2. Married,2. HS Grad
118.8843593,2006,48,2. Married,2. HS Grad
118.8843593,2004,47,2. Married,3. Some College
123.0896998,2003,60,2. Married,3. Some College
109.8339856,2004,28,1. Never Married,4. College Grad
102.8702469,2005,28,2. Married,3. Some College
163.515864,2005,48,2. Married,4. College Grad
117.1468169,2009,29,2. Married,5. Advanced Degree
92.30006143,2004,40,1. Never Married,2. HS Grad
100.0134869,2009,32,1. Never Married,5. Advanced Degree
55.06972842,2004,33,4. Divorced,2. HS Grad
101.8243521,2003,40,4. Divorced,2. HS Grad
148.4131591,2004,42,2. Married,3. Some College
115.3750386,2003,36,2. Married,2. HS Grad
73.77574327,2004,39,2. Married,1. < HS Grad
267.9010869,2009,44,2. Married,5. Advanced Degree
129.4536446,2009,43,2. Married,2. HS Grad
96.37065283,2008,44,2. Married,1. < HS Grad
87.98103279,2006,29,2. Married,5. Advanced Degree
104.9215065,2007,49,2. Married,3. Some College
130.9821774,2007,47,2. Married,3. Some College
190.5476786,2004,46,2. Married,5. Advanced Degree
118.0197533,2006,41,4. Divorced,1. < HS Grad
79.85490031,2008,52,2. Married,2. HS Grad
72.4793163,2003,43,4. Divorced,2. HS Grad
148.4131591,2004,38,2. Married,5. Advanced Degree
74.4446382,2003,42,2. Married,3. Some College
118.8843593,2005,56,2. Married,4. College Grad
128.6804882,2003,39,2. Married,2. HS Grad
87.98103279,2005,29,2. Married,3. Some College
267.9010869,2009,33,2. Married,5. Advanced Degree
104.9215065,2004,33,2. Married,2. HS Grad
92.89584479,2004,41,2. Married,2. HS Grad
70.47601965,2004,44,1. Never Married,1. < HS Grad
200.5432623,2005,45,2. Married,5. Advanced Degree
102.8702469,2004,58,2. Married,2. HS Grad
102.8702469,2005,29,2. Married,3. Some College
65.11085372,2004,42,4. Divorced,2. HS Grad
109.8339856,2008,68,2. Married,2. HS Grad
127.1157438,2005,47,2. Married,5. Advanced Degree
94.07271475,2005,30,2. Married,4. College Grad
67.86252341,2005,39,2. Married,1. < HS Grad
125.5254984,2008,42,2. Married,4. College Grad
165.2087738,2006,49,2. Married,3. Some College
81.28325328,2009,36,1. Never Married,2. HS Grad
112.6488963,2003,44,2. Married,2. HS Grad
76.89360252,2009,54,2. Married,2. HS Grad
75.04315402,2003,42,2. Married,2. HS Grad
128.6804882,2003,39,2. Married,4. College Grad
59.09706408,2008,30,2. Married,2. HS Grad
63.7733912,2004,33,1. Never Married,2. HS Grad
84.04595765,2003,28,2. Married,2. HS Grad
93.93718158,2003,38,2. Married,2. HS Grad
82.6796373,2005,30,2. Married,3. Some College
118.8843593,2008,25,1. Never Married,5. Advanced Degree
81.28325328,2007,52,2. Married,2. HS Grad
66.96164432,2007,26,2. Married,2. HS Grad
166.3249412,2009,54,2. Married,4. College Grad
99.6894637,2005,62,2. Married,4. College Grad
141.7751723,2009,57,2. Married,5. Advanced Degree
143.1349408,2003,32,2. Married,4. College Grad
35.03342132,2003,60,2. Married,2. HS Grad
109.8339856,2004,40,2. Married,4. College Grad
111.0144055,2005,49,2. Married,2. HS Grad
132.4878211,2006,54,2. Married,4. College Grad
148.4131591,2009,48,1. Never Married,5. Advanced Degree
73.77574327,2009,35,1. Never Married,1. < HS Grad
143.6997101,2009,46,4. Divorced,2. HS Grad
99.6894637,2007,42,2. Married,2. HS Grad
272.2947832,2004,58,2. Married,4. College Grad
200.5432623,2003,30,1. Never Married,4. College Grad
85.38658902,2008,27,1. Never Married,2. HS Grad
109.8339856,2008,55,2. Married,1. < HS Grad
61.05242105,2004,50,2. Married,2. HS Grad
118.8843593,2006,55,4. Divorced,2. HS Grad
145.8051634,2006,40,2. Married,3. Some College
112.6488963,2005,32,2. Married,2. HS Grad
106.9218141,2006,27,2. Married,2. HS Grad
106.9218141,2007,49,2. Married,3. Some College
127.1157438,2007,50,2. Married,4. College Grad
87.98103279,2006,50,2. Married,1. < HS Grad
144.4780877,2008,44,2. Married,5. Advanced Degree
160.409702,2007,57,2. Married,5. Advanced Degree
87.98103279,2008,72,2. Married,5. Advanced Degree
65.11085372,2006,23,1. Never Married,1. < HS Grad
176.9896505,2007,31,1. Never Married,5. Advanced Degree
54.59815003,2008,36,2. Married,2. HS Grad
109.8339856,2009,63,2. Married,3. Some College
81.69842172,2006,48,2. Married,1. < HS Grad
114.4757133,2005,46,2. Married,4. College Grad
142.6344728,2003,55,2. Married,4. College Grad
160.6424754,2007,44,2. Married,5. Advanced Degree
94.07271475,2006,44,2. Married,3. Some College
54.59815003,2004,32,2. Married,1. < HS Grad
73.77574327,2003,60,2. Married,1. < HS Grad
160.6424754,2004,42,2. Married,5. Advanced Degree
148.4131591,2009,48,2. Married,5. Advanced Degree
87.98230643,2008,36,2. Married,1. < HS Grad
101.8243521,2009,31,2. Married,2. HS Grad
111.7208494,2006,54,2. Married,2. HS Grad
106.9218141,2007,29,2. Married,3. Some College
126.3238807,2003,46,4. Divorced,3. Some College
109.8339856,2003,35,4. Divorced,2. HS Grad
92.89584479,2009,50,2. Married,1. < HS Grad
54.59815003,2005,25,2. Married,3. Some College
96.37065283,2005,33,1. Never Married,3. Some College
114.4757133,2008,34,2. Married,2. HS Grad
94.07271475,2006,51,2. Married,2. HS Grad
95.23071257,2004,33,2. Married,2. HS Grad
139.0034081,2007,59,2. Married,3. Some College
81.28325328,2006,62,5. Separated,1. < HS Grad
94.07271475,2005,28,5. Separated,2. HS Grad
87.98103279,2008,40,2. Married,3. Some College
138.2991269,2003,52,2. Married,5. Advanced Degree
89.49247952,2007,29,2. Married,2. HS Grad
92.89584479,2007,34,2. Married,1. < HS Grad
54.59815003,2004,25,1. Never Married,2. HS Grad
94.07271475,2005,66,2. Married,4. College Grad
68.74808773,2005,43,2. Married,2. HS Grad
92.89584479,2007,45,2. Married,2. HS Grad
114.4757133,2006,35,2. Married,5. Advanced Degree
109.8339856,2005,43,2. Married,2. HS Grad
109.8339856,2007,49,2. Married,4. College Grad
77.04520085,2004,60,1. Never Married,1. < HS Grad
94.07271475,2003,46,2. Married,2. HS Grad
101.8243521,2009,55,2. Married,2. HS Grad
118.8843593,2006,32,2. Married,3. Some College
133.2323508,2007,53,2. Married,2. HS Grad
157.1035043,2009,57,2. Married,4. College Grad
281.7459706,2007,51,2. Married,5. Advanced Degree
182.020621,2004,59,2. Married,5. Advanced Degree
119.0992348,2006,45,2. Married,3. Some College
71.68674367,2006,56,1. Never Married,2. HS Grad
85.38394038,2005,30,2. Married,2. HS Grad
72.15045568,2006,21,1. Never Married,2. HS Grad
138.2991269,2003,60,2. Married,4. College Grad
101.8243521,2007,60,2. Married,2. HS Grad
109.8339856,2007,48,4. Divorced,1. < HS Grad
87.98103279,2003,39,4. Divorced,4. College Grad
115.3750386,2009,32,1. Never Married,3. Some College
191.5736835,2007,51,2. Married,5. Advanced Degree
86.69515483,2006,47,2. Married,4. College Grad
75.8522372,2007,44,2. Married,2. HS Grad
166.3249412,2008,46,2. Married,2. HS Grad
56.90553914,2004,28,1. Never Married,4. College Grad
99.6894637,2003,24,1. Never Married,4. College Grad
92.89584479,2006,37,2. Married,2. HS Grad
99.6894637,2006,31,2. Married,2. HS Grad
92.89584479,2004,72,2. Married,2. HS Grad
101.8243521,2008,50,2. Married,3. Some College
145.1436012,2007,36,2. Married,3. Some College
76.89360252,2006,27,1. Never Married,2. HS Grad
90.48191336,2009,27,2. Married,3. Some College
127.1157438,2004,41,2. Married,4. College Grad
82.6796373,2008,20,1. Never Married,3. Some College
99.6894637,2008,49,2. Married,2. HS Grad
64.15923257,2007,25,1. Never Married,2. HS Grad
89.49247952,2006,41,2. Married,1. < HS Grad
87.98103279,2009,53,1. Never Married,2. HS Grad
127.1157438,2009,45,2. Married,4. College Grad
66.96164432,2003,32,2. Married,1. < HS Grad
148.4131591,2005,47,2. Married,3. Some College
123.0896998,2003,26,2. Married,2. HS Grad
133.2323508,2009,31,2. Married,3. Some College
118.8843593,2007,32,2. Married,5. Advanced Degree
120.1661196,2006,50,4. Divorced,5. Advanced Degree
115.3750386,2007,46,2. Married,2. HS Grad
112.6488963,2006,47,2. Married,5. Advanced Degree
118.8843593,2005,55,2. Married,3. Some College
148.4131591,2005,49,2. Married,4. College Grad
61.18752643,2004,25,2. Married,2. HS Grad
95.68881191,2008,60,2. Married,2. HS Grad
89.24288466,2008,62,2. Married,2. HS Grad
127.901233,2003,63,5. Separated,2. HS Grad
128.6804882,2004,31,1. Never Married,5. Advanced Degree
109.8339856,2006,29,2. Married,4. College Grad
114.4757133,2008,51,2. Married,2. HS Grad
76.12969964,2007,28,2. Married,2. HS Grad
123.0896998,2005,36,1. Never Married,3. Some College
99.6894637,2007,28,1. Never Married,3. Some College
102.8702469,2004,38,2. Married,4. College Grad
96.37065283,2008,35,2. Married,3. Some College
117.1468169,2005,46,4. Divorced,3. Some College
90.48191336,2007,37,2. Married,3. Some College
104.9215065,2005,41,4. Divorced,3. Some College
73.77574327,2006,59,2. Married,3. Some College
107.9039239,2006,51,2. Married,3. Some College
99.6894637,2006,26,1. Never Married,2. HS Grad
60.15412466,2003,34,2. Married,3. Some College
123.0896998,2004,32,2. Married,2. HS Grad
81.28325328,2007,23,1. Never Married,3. Some College
143.1349408,2004,50,2. Married,2. HS Grad
69.09818381,2009,25,1. Never Married,1. < HS Grad
78.98167452,2004,43,2. Married,2. HS Grad
128.6804882,2009,36,2. Married,3. Some College
54.59815003,2006,50,2. Married,2. HS Grad
134.7053751,2006,34,5. Separated,2. HS Grad
104.9215065,2005,34,1. Never Married,2. HS Grad
277.6014175,2005,55,2. Married,5. Advanced Degree
78.21457569,2003,39,2. Married,2. HS Grad
82.6796373,2004,40,2. Married,1. < HS Grad
117.1468169,2005,32,2. Married,3. Some College
118.8843593,2006,63,2. Married,2. HS Grad
109.8339856,2004,38,1. Never Married,2. HS Grad
59.09706408,2008,67,2. Married,2. HS Grad
116.2653241,2005,39,2. Married,2. HS Grad
61.18752643,2003,31,2. Married,2. HS Grad
114.4757133,2006,41,1. Never Married,3. Some College
78.3924668,2003,47,2. Married,1. < HS Grad
122.2636739,2009,61,2. Married,2. HS Grad
148.4131591,2005,61,2. Married,5. Advanced Degree
54.59815003,2008,21,2. Married,2. HS Grad
66.04469423,2004,22,1. Never Married,4. College Grad
126.9578857,2003,53,2. Married,4. College Grad
81.28325328,2004,47,2. Married,4. College Grad
127.901233,2005,36,2. Married,3. Some College
87.98103279,2007,36,1. Never Married,2. HS Grad
123.0896998,2005,42,2. Married,2. HS Grad
104.9215065,2004,54,4. Divorced,3. Some College
87.98103279,2004,27,2. Married,3. Some College
131.7378012,2004,36,2. Married,2. HS Grad
73.77574327,2006,35,1. Never Married,2. HS Grad
104.9215065,2003,60,2. Married,2. HS Grad
91.60261566,2005,42,5. Separated,2. HS Grad
123.0896998,2008,41,2. Married,5. Advanced Degree
131.6526987,2004,35,1. Never Married,3. Some College
309.5717713,2006,34,1. Never Married,5. Advanced Degree
70.66104767,2007,22,1. Never Married,2. HS Grad
84.85204409,2007,47,2. Married,2. HS Grad
102.8702469,2004,59,2. Married,2. HS Grad
103.9024706,2007,29,1. Never Married,3. Some College
94.07271475,2006,32,1. Never Married,1. < HS Grad
128.6804882,2003,49,2. Married,4. College Grad
106.3268649,2009,30,1. Never Married,3. Some College
99.25528683,2003,33,1. Never Married,2. HS Grad
133.2323508,2007,51,2. Married,2. HS Grad
78.3924668,2003,37,2. Married,2. HS Grad
130.9821774,2003,46,2. Married,3. Some College
109.8339856,2007,63,2. Married,5. Advanced Degree
96.37065283,2005,41,2. Married,2. HS Grad
109.8339856,2005,40,2. Married,2. HS Grad
281.7459706,2007,46,2. Married,5. Advanced Degree
94.07271475,2005,45,4. Divorced,2. HS Grad
200.5432623,2008,48,1. Never Married,4. College Grad
87.98103279,2007,28,2. Married,3. Some College
87.98103279,2009,65,4. Divorced,2. HS Grad
97.49329405,2005,50,1. Never Married,2. HS Grad
107.9039239,2008,53,2. Married,2. HS Grad
95.68881191,2007,48,2. Married,2. HS Grad
109.8339856,2003,30,2. Married,3. Some College
87.38744997,2006,37,2. Married,2. HS Grad
88.83156917,2004,51,2. Married,4. College Grad
166.3249412,2008,55,2. Married,5. Advanced Degree
94.69569513,2004,35,2. Married,2. HS Grad
122.2636739,2006,33,2. Married,2. HS Grad
132.4878211,2008,41,4. Divorced,4. College Grad
96.37065283,2003,34,2. Married,5. Advanced Degree
89.24288466,2006,33,2. Married,2. HS Grad
81.28325328,2008,49,1. Never Married,1. < HS Grad
73.77574327,2006,62,2. Married,5. Advanced Degree
109.8339856,2004,31,1. Never Married,1. < HS Grad
100.0996625,2007,43,4. Divorced,1. < HS Grad
134.2656772,2008,43,2. Married,4. College Grad
